"BFN","LICENSE_TYPE","LICENSE_STATUS","LICENSE_SUB_TYPE","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2002-BFN-13375","Combined License","License Issued - Active","NA","6/3/2019 12:00:00 AM","DENVER ART MUSEUM","100 W 14TH AVE PKWY  DENVER 80204"
"2002-BFN-15067","Combined License","License Issued - Active","NA","6/10/2019 12:00:00 AM","PICCOLO PEETZA INC","3563 S Monaco Street PKWY  Denver 80237"
"2002-BFN-55321","Combined License","License Issued - Active","NA","6/7/2019 12:00:00 AM","LODO RESTAURANT GROUP INC","1946  MARKET ST  DENVER 80202"
"2002-BFN-87000","Combined License","License Issued - Active","NA","2/2/2019 12:00:00 AM","LINCOLN STREET STATION, LLC","776 N LINCOLN ST  DENVER 80203"
"2002-BFN-1611","Combined License","License Issued - Active","NA","6/30/2018 12:00:00 AM","MAR LAU ENTERPRISES INC","4801  MORRISON RD  DENVER 80219"
"2002-BFN-35071","Combined License","License Issued - Active","NA","7/2/2019 12:00:00 AM","O&Z INC","3300  NAVAJO ST  DENVER 80211"
"2002-BFN-54381","Combined License","License Issued - Active","NA","6/23/2019 12:00:00 AM","LEYDEN-CHILES WICKERSHAM POST NO1","5400 E YALE AVE  DENVER 80222"
"2002-BFN-36384","Combined License","License Issued - Active","NA","7/31/2018 12:00:00 AM","JOE NATHAN KING","3200 E 40TH AVE  DENVER 80205"
"2002-BFN-2724","Combined License","License Issued - Active","NA","8/11/2018 12:00:00 AM","CST METRO LLC","330 S KALAMATH ST  DENVER 80223"
"2002-BFN-35637","Combined License","License Issued - Active","NA","8/16/2018 12:00:00 AM","BEER DEPOT INC","4231 W 38TH AVE  DENVER 80212"
"2002-BFN-22478","Combined License","License Issued - Active","NA","10/8/2018 12:00:00 AM","COURT INC","1000 S FEDERAL BLVD  DENVER 80219"
"2011-BFN-1051450","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","1/18/2019 12:00:00 AM","JAMBA JUICE #99","701  16TH ST  DENVER 80202"
"2011-BFN-1055338","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","8/16/2019 12:00:00 AM","LITTLE MISS LATTE 3","4900 S MONACO ST  DENVER 80237"
"2011-BFN-1056743","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","10/26/2018 12:00:00 AM","YATAI","2737  ELIZABETH ST  DENVER 80205"
"2013-BFN-1064402","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","4/6/2019 12:00:00 AM","MOUNTAINSIDE PIZZA, INC","3460  PARK AVE WEST   DENVER 80216"
"2013-BFN-1064494","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","2/8/2019 12:00:00 AM","WILLIAMS, LLC","1512  LARIMER ST # 44R DENVER 80202"
"2013-BFN-1067112","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","8/8/2018 12:00:00 AM","SANTIAGO'S MEXICAN RESTAURANT","825 S FEDERAL BLVD  DENVER 80219"
"2014-BFN-1070561","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","1/31/2019 12:00:00 AM","MISSION YOGURT INC","8900  PENA BLVD BC-19 DENVER 80249"
"2014-BFN-0005164","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","1/29/2019 12:00:00 AM","TASTES 5280, LLC","9100  PENA BLVD CONCOURSE C   DENVER 80249"
"2015-BFN-0000076","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","1/16/2019 12:00:00 AM","SIMPLY FRESH MARKET","10145 W 23RD AVE  LAKEWOOD 80215"
"2015-BFN-0002102","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","4/27/2019 12:00:00 AM","KEYS KIDS INC.","3609  TEJON ST  DENVER 80211"
"2015-BFN-0007755","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","1/5/2019 12:00:00 AM","MOUNTAINHOOD PRODUCTIONS, LLC","616 E 13TH AVE  DENVER 80203"
"2016-BFN-0004187","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","8/3/2018 12:00:00 AM","MAUIMAMAS,LLC","900  AURARIA PKWY 101-E DENVER 80204"
"2016-BFN-0005338","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","9/23/2018 12:00:00 AM","TEMPER, LLC","2669  LARIMER ST E DENVER 80205"
"2017-BFN-0001156","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","6/12/2019 12:00:00 AM","SIZZLING CAESARS, LLC #104","2001 W Alameda Ave A Denver 80223"
"2017-BFN-0004993","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","5/7/2019 12:00:00 AM","EL MALECON CUBAN CUISINE","700  16TH ST 1415 DENVER 80202"
"2017-BFN-0006943","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","9/11/2018 12:00:00 AM","VANILLA BEAN COFFEE HOUSE LLC","7001 E Belleview Ave  Denver "
"2017-BFN-0008240","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","2/15/2019 12:00:00 AM","AYALA'S INC","8900  PENA BLVD W36-S5-1 DENVER 80249"
"2018-BFN-0000140","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","2/12/2019 12:00:00 AM","GINGINBUNBUN TAKEOUT","4004 W 38th Ave  Denver 80212"
"2018-BFN-0000519","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","2/22/2019 12:00:00 AM","RINO KOREAN KITCHEN LLC","3501  Wazee St 100 Denver "
"2018-BFN-0002161","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","4/12/2019 12:00:00 AM","DOWNTOWN SNACKS, LLC","1801 N Bryant St  Denver 80204"
"2018-BFN-0002380","Retail Food Establishment","License Issued - Active","Restaurant - Stand-Up","5/2/2019 12:00:00 AM","THE GARDEN CAFE BAKERY, LLC","3000 E 1st  190A Denver 80206"
"2006-BFN-1024550","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","1/7/2015 12:00:00 AM","JACK'S CORN DOGS & CONFECTIONS -DEH47","4655  HUMBOLDT ST  DENVER 80216"
"2008-BFN-1033522","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","7/5/2014 12:00:00 AM","STYRIA BAKERY DEH 1562","5650  WASHINGTON ST STE A DENVER 80216"
"2009-BFN-1041800","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","5/9/2015 12:00:00 AM","SNOW CREEK RANCH DEH 201","8234 S NIAGARA CT  CENTENNIAL 80112"
"2009-BFN-1043194","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","10/2/2014 12:00:00 AM","FELD CONSUMER PRODUCTS #1 - DEH 038","8607  WESTWOOD CENTER DR  VIENNA 22182"
"2010-BFN-1048283","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","7/6/2014 12:00:00 AM","TEXAS DE BRAZIL-DEH#859","8390 E NORTHFIELD BLVD  DENVER 80238"
"2010-BFN-1049437","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/6/2014 12:00:00 AM","COLD FRONT DISTRIBUTION-DEH805","5151 N BANNOCK ST  DENVER 80216"
"2010-BFN-1049440","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/6/2014 12:00:00 AM","COLD FRONT DISTRIBUTION-DEH808","5151 N BANNOCK ST  DENVER 80216"
"2011-BFN-1054104","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","7/9/2014 12:00:00 AM","MARCO'S PIZZA","8286 E NORTHFIELD BLVD  DENVER 80238"
"2011-BFN-1054464","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","6/14/2015 12:00:00 AM","QUEEN OF VIETNAMESE MARTYRS CHURCH DEH 672","4655  HARLAN ST  WHEAT RIDGE 80033"
"2011-BFN-1055483","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/4/2014 12:00:00 AM","WHITE EAGLE FOODS","5604  KENDALL CT  ARVADA 80002"
"2012-BFN-1060661","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","6/21/2015 12:00:00 AM","HAYSTACK MOUNTAIN GOAT DAIRY - DEH 28","1121  COLORADO AVE  LONGMONT 80501"
"2012-BFN-1061750","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/9/2015 12:00:00 AM","AMORE GELATO - DEH 1606","535  16TH ST STE 120 DENVER 80202"
"2013-BFN-1064038","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","1/11/2015 12:00:00 AM","SHARP CONCEPTS-BIG BUBBA'S BAD BBQ DEH 1660","4655 N HUMBOLDT ST  DENVER 80216"
"2013-BFN-1064680","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","2/25/2015 12:00:00 AM","WATERCOURSE FOODS  DEH# 975","837 E 17TH AVE  DENVER 80218"
"2013-BFN-1065624","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","4/18/2015 12:00:00 AM","TAMALES MORENO - DEH 1692","5301 W MISSISSIPPI AVE  LAKEWOOD 80226"
"2013-BFN-1066081","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","5/10/2015 12:00:00 AM","DRAGONFLY SEAFOODS","4180  EVANS DR  BOULDER 80303"
"2013-BFN-1066162","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","5/15/2015 12:00:00 AM","HELIX FOODS CORPORATION","  4055 E. 41ST AVE.   DENVER 80216"
"2013-BFN-1067114","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","7/3/2014 12:00:00 AM","TEATULIA ORGANIC TEAS","2900 N ZUNI ST  DENVER 80211"
"2013-BFN-1067363","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","7/17/2014 12:00:00 AM","CIRQUE DU SOLIEL DEH T676","1000  CHOPPER CIR  DENVER 80204"
"2013-BFN-1067831","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/9/2014 12:00:00 AM","ABSURDLY GOOD","  PO BOX  3101 BOULDER 80307"
"2013-BFN-1067890","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/13/2014 12:00:00 AM","CHIPOTLE ESQUITES DEH 1802","2760 S COLORADO BLVD  DENVER 80222"
"2013-BFN-1068115","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/23/2014 12:00:00 AM","LATKE LOVE DEH 1347","5151 E 28TH AVE  DENVER 80207"
"2013-BFN-1068120","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/23/2014 12:00:00 AM","RODIZIO GRILL DEH 1821","1801  WYNKOOP ST  DENVER 80202"
"2013-BFN-1068108","Retail Food Establishment","License Issued - Active","Restaurant - Temporary","8/23/2014 12:00:00 AM","JULIAN DEH 1822","8500  ALTA VISTA DR  ARVADA 80004"
"2017-BFN-0005416","Short Term Rental","License Issued - Active","NA","7/21/2018 12:00:00 AM","Lay. Aaron","2659 S Pearl ST  Denver 80210"
"2017-BFN-0002507","Short Term Rental","License Issued - Active","NA","4/9/2019 12:00:00 AM","Messer, Maxximillian+","1833 N Williams ST 106 Denver 80218"
"2017-BFN-0002533","Short Term Rental","License Issued - Active","NA","4/10/2019 12:00:00 AM","Smith, Aaron","60 N Lowell BLVD  Denver 80219"
"2017-BFN-0002535","Short Term Rental","License Issued - Active","NA","4/10/2019 12:00:00 AM","Tewell, Marcia","2245 N Gilpin ST  Denver 80205"
"2017-BFN-0002746","Short Term Rental","License Issued - Active","NA","4/18/2019 12:00:00 AM","Cope, Rachel","4456 N Grove ST  Denver 80211"
"2017-BFN-0006091","Short Term Rental","License Issued - Active","NA","8/14/2018 12:00:00 AM","lilja,janet","2347  Champa ST  Denver 80205"
"2017-BFN-0002945","Short Term Rental","License Issued - Active","NA","4/27/2019 12:00:00 AM","Thornton, Charles","518  Park AVE  Denver 80205"
"2017-BFN-0003033","Short Term Rental","License Issued - Active","NA","4/28/2019 12:00:00 AM","zienkievicz,chris","3009  Welton ST  Denver "
"2017-BFN-0003041","Short Term Rental","License Issued - Active","NA","5/1/2019 12:00:00 AM","Gurule, Susan","2424 N Stuart CT  Denver 80212"
"2017-BFN-0003076","Short Term Rental","License Issued - Active","NA","5/2/2019 12:00:00 AM","von Feldt","3044  Stout ST  Denver 80205"
"2017-BFN-0003225","Short Term Rental","License Issued - Active","NA","5/6/2019 12:00:00 AM","francisco J garcia Arellano","4911 N Lincoln ST  Denver 80216"
"2017-BFN-0005086","Short Term Rental","License Issued - Active","NA","7/12/2018 12:00:00 AM","Broadbent, Justin","2804 W 25th AVE  Denver 80211"
"2017-BFN-0003835","Short Term Rental","License Issued - Active","NA","5/25/2019 12:00:00 AM","Goltz, Eric","1026 N Washington ST  Denver 80203"
"2017-BFN-0007966","Short Term Rental","License Issued - Active","NA","10/16/2018 12:00:00 AM","Grohman, Brent","2360  Curtis ST 2 Denver 80205"
"2017-BFN-0004959","Short Term Rental","License Issued - Active","NA","7/6/2018 12:00:00 AM","Healy, Michael","2212 N Clarkson ST  Denver 80205"
"2017-BFN-0004960","Short Term Rental","License Issued - Active","NA","7/6/2019 12:00:00 AM","WEINSTEIN, BRET","1903 E 28th AVE  Denver 80205"
"2017-BFN-0003913","Short Term Rental","License Issued - Active","NA","5/30/2019 12:00:00 AM","Seid, Valerie","2469 N Decatur ST  Denver 80211"
"2017-BFN-0005426","Short Term Rental","License Issued - Active","NA","7/21/2018 12:00:00 AM","Beall, Susan","1730 N Lowell BLVD 102 Denver 80204"
"2017-BFN-0004528","Short Term Rental","License Issued - Active","NA","6/21/2019 12:00:00 AM","Driban, Clarissa","4163 N Wolff ST  Denver 80212"
"2017-BFN-0003939","Short Term Rental","License Issued - Active","NA","5/31/2019 12:00:00 AM","Nunn, Rondi","457 N Delaware ST  Denver 80204"
"2017-BFN-0004362","Short Term Rental","License Issued - Active","NA","6/15/2019 12:00:00 AM","Gonzalez, Patrick","3130 N Downing ST 100 Denver "
"2017-BFN-0004459","Short Term Rental","License Issued - Active","NA","6/19/2019 12:00:00 AM","Bishop, Brooke","1334 N Mariposa ST  Denver 80204"
"2017-BFN-0004516","Short Term Rental","License Issued - Active","NA","6/21/2019 12:00:00 AM","Schwartz, Simon","226 N Pearl ST  Denver 80203"
"2017-BFN-0004643","Short Term Rental","License Issued - Active","NA","6/26/2019 12:00:00 AM","Brannan, Catherine","224 N Galapago ST  Denver 80223"
"2017-BFN-0004661","Short Term Rental","License Issued - Active","NA","6/26/2019 12:00:00 AM","aspinall, layla","3973 S Sebring CT  Denver 80237"
"2017-BFN-0004689","Short Term Rental","License Issued - Active","NA","6/27/2018 12:00:00 AM","Birch, Sabrina","2885 N Holly ST  Denver 80207"
"2017-BFN-0004725","Short Term Rental","License Issued - Active","NA","6/28/2018 12:00:00 AM","McKeon, Hannah","1693 S Utica ST  Denver 80219"
"2017-BFN-0004841","Short Term Rental","License Issued - Active","NA","6/30/2018 12:00:00 AM","Ford,Danielle","2324 W 31st AVE  Denver 80211"
"2017-BFN-0004774","Short Term Rental","License Issued - Active","NA","6/29/2018 12:00:00 AM","Tamara R Jazbec","2641 N Birch ST  Denver 80207"
"2017-BFN-0004758","Short Term Rental","License Issued - Active","NA","6/29/2019 12:00:00 AM","Ford, Harry","3324 N Vallejo ST  Denver 80211"
"2017-BFN-0004760","Short Term Rental","License Issued - Active","NA","6/29/2018 12:00:00 AM","Rezek, Brett","985 S Osage ST  Denver 80223"
"2017-BFN-0004832","Short Term Rental","License Issued - Active","NA","6/30/2019 12:00:00 AM","Kempf, Emily","581 S Pearl ST  Denver 80209"
"2017-BFN-0004830","Short Term Rental","License Issued - Active","NA","6/30/2019 12:00:00 AM","Chism, Kyle","1930 S Franklin ST  Denver 80210"
"2017-BFN-0004860","Short Term Rental","License Issued - Active","NA","7/3/2018 12:00:00 AM","VanBrocklin, Laura","2546 N Downing ST  Denver 80205"
"2017-BFN-0004919","Short Term Rental","License Issued - Active","NA","7/5/2019 12:00:00 AM","Narayan, Christine","1111 N Osage ST 19 Denver 80204"
"2017-BFN-0004965","Short Term Rental","License Issued - Active","NA","7/6/2018 12:00:00 AM","Davis, Janelle","2048 N Eliot ST  Denver 80211"
"2017-BFN-0005057","Short Term Rental","License Issued - Active","NA","7/11/2018 12:00:00 AM","Martinez, Alberto","657 N Inca ST  Denver 80204"
"2017-BFN-0005114","Short Term Rental","License Issued - Active","NA","7/12/2019 12:00:00 AM","ODELL, KELLY","2913  Lawrence ST  Denver "
"2017-BFN-0005247","Short Term Rental","License Issued - Active","NA","7/17/2018 12:00:00 AM","Ryckman, Lisa","2823 N Spruce ST  Denver 80238"
"2017-BFN-0005290","Short Term Rental","License Issued - Active","NA","7/18/2019 12:00:00 AM","ARJ Holdings, LLC","3725 N Irving ST  Denver 80211"
"2017-BFN-0005381","Short Term Rental","License Issued - Active","NA","7/20/2019 12:00:00 AM","Sabatinos, Lisa","540 S Forest ST X Denver 80246"
"2017-BFN-0005329","Short Term Rental","License Issued - Active","NA","7/20/2018 12:00:00 AM","Van Atta, Robin","1917 W Tennessee AVE  Denver 80223"
"2017-BFN-0005335","Short Term Rental","License Issued - Active","NA","7/20/2019 12:00:00 AM","Lee Cory","1777  Larimer ST 802 Denver 80202"
"2017-BFN-0005347","Short Term Rental","License Issued - Active","NA","7/20/2018 12:00:00 AM","Taylor, LaMark","250 N Monaco Street PKWY  Denver 80220"
"2017-BFN-0005344","Short Term Rental","License Issued - Active","NA","7/20/2018 12:00:00 AM","Withington, Blair","1577 S Pennsylvania ST  Denver 80210"
"2017-BFN-0005364","Short Term Rental","License Issued - Active","NA","7/20/2018 12:00:00 AM","Stefani bender-Przybylski","2717 N Osceola ST  Denver 80212"
"2017-BFN-0005392","Short Term Rental","License Issued - Active","NA","7/20/2018 12:00:00 AM","Knight, Joshua","4520 N Decatur ST  Denver 80211"
"2017-BFN-0005393","Short Term Rental","License Issued - Active","NA","7/20/2019 12:00:00 AM","patterson, gary","1061 S Emerson ST  Denver 80209"
"2017-BFN-0005504","Short Term Rental","License Issued - Active","NA","7/24/2018 12:00:00 AM","Rinker,John","2517 N Race ST  Denver 80205"
"2017-BFN-0005511","Short Term Rental","License Issued - Active","NA","7/24/2018 12:00:00 AM","Yettick, Garth","410 N Marion ST  Denver 80218"
"2017-BFN-0005643","Short Term Rental","License Issued - Active","NA","7/27/2018 12:00:00 AM","Fox, Krystal","1834 E 33rd AVE  Denver 80205"
"2017-BFN-0005696","Short Term Rental","License Issued - Active","NA","7/30/2019 12:00:00 AM","Vivirski, Stephanie","3781 W Greenwood PL  Denver 80236"
"2017-BFN-0005746","Short Term Rental","License Issued - Active","NA","8/1/2018 12:00:00 AM","woods","2752 N Clay ST 102 Denver 80211"
"2017-BFN-0005914","Short Term Rental","License Issued - Active","NA","8/7/2018 12:00:00 AM","kendall, michael","3955 N Wyandot ST  Denver 80211"
"2017-BFN-0006446","Short Term Rental","License Issued - Active","NA","8/25/2018 12:00:00 AM","Marshall, Amy","3353 N Quivas ST  Denver 80211"
"2017-BFN-0006006","Short Term Rental","License Issued - Active","NA","8/10/2018 12:00:00 AM","J&E Ventures LLC","2334 W Scott PL  Denver 80211"
"2017-BFN-0006371","Short Term Rental","License Issued - Active","NA","8/23/2018 12:00:00 AM","Pfeuffer, Brooke","5300 E Cherry Creek South DR 725 Denver 80246"
"2017-BFN-0006133","Short Term Rental","License Issued - Active","NA","8/15/2018 12:00:00 AM","JASON LAMPE","34 N Corona ST  Denver 80218"
"2017-BFN-0006105","Short Term Rental","License Issued - Active","NA","8/14/2018 12:00:00 AM","Bardwell, Sarah","1065 N Lipan ST  Denver 80204"
"2017-BFN-0006188","Short Term Rental","License Issued - Active","NA","8/16/2018 12:00:00 AM","ArgoRay, Lorissa","274 N Galapago ST  Denver 80223"
"2017-BFN-0006166","Short Term Rental","License Issued - Active","NA","8/16/2018 12:00:00 AM","Yannacone, Alexandra","1460 N Dexter ST  Denver 80220"
"2017-BFN-0006168","Short Term Rental","License Issued - Active","NA","8/16/2019 12:00:00 AM","John Hite","2525 N Ash ST  Denver 80207"
"2017-BFN-0006224","Short Term Rental","License Issued - Active","NA","8/17/2018 12:00:00 AM","Sturm, Janet","3700 N Lowell BLVD  Denver 80211"
"2017-BFN-0006500","Short Term Rental","License Issued - Active","NA","8/28/2018 12:00:00 AM","aurelia james","2726 W 33rd AVE  Denver 80211"
"2017-BFN-0006412","Short Term Rental","License Issued - Active","NA","8/24/2018 12:00:00 AM","Barsallo Rubio, Milagros","4142 E 35th AVE  Denver 80207"
"2017-BFN-0006540","Short Term Rental","License Issued - Active","NA","8/29/2018 12:00:00 AM","Rodwell, Meghan","1117 N Jersey ST  Denver 80220"
"2017-BFN-0006598","Short Term Rental","License Issued - Active","NA","8/30/2018 12:00:00 AM","Martelli,Tiffany","4767 N Alcott ST  Denver 80211"
"2017-BFN-0007008","Short Term Rental","License Issued - Active","NA","9/8/2018 12:00:00 AM","Hoyt, John","3536 N Vallejo ST  Denver 80211"
"2017-BFN-0006713","Short Term Rental","License Issued - Active","NA","8/31/2018 12:00:00 AM","Lorden, Mary","2115 W 32nd AVE 2 Denver 80211"
"2017-BFN-0007013","Short Term Rental","License Issued - Active","NA","9/8/2018 12:00:00 AM","Gantulga Luvsandorj","3245  Krameria ST  Denver 80207"
"2017-BFN-0007021","Short Term Rental","License Issued - Active","NA","9/11/2018 12:00:00 AM","ginevicz, michael","3530 N Adams ST  Denver 80205"
"2017-BFN-0006984","Short Term Rental","License Issued - Active","NA","9/8/2018 12:00:00 AM","Roper, Gloren","2902 N Umatilla ST  Denver 80211"
"2017-BFN-0007094","Short Term Rental","License Issued - Active","NA","9/12/2018 12:00:00 AM","Douglas, Blake","1780 N Washington ST 101 Denver 80203"
"2017-BFN-0007166","Short Term Rental","License Issued - Active","NA","9/14/2018 12:00:00 AM","3222 LLC","3222  Champa ST  Denver 80205"
"2017-BFN-0007093","Short Term Rental","License Issued - Active","NA","9/12/2018 12:00:00 AM","Ozoma Edwin","20781 E 52nd AVE  Denver 80249"
"2017-BFN-0007314","Short Term Rental","License Issued - Active","NA","9/20/2018 12:00:00 AM","Krull, Spencer","3205 N Osage ST  Denver 80211"
"2017-BFN-0007658","Short Term Rental","License Issued - Active","NA","10/1/2018 12:00:00 AM","David Buchanan","1140 N Clarkson ST  Denver 80218"
"2017-BFN-0007686","Short Term Rental","License Issued - Active","NA","10/3/2018 12:00:00 AM","Lerner, James","1275 N Clayton ST  Denver 80206"
"2017-BFN-0007762","Short Term Rental","License Issued - Active","NA","10/6/2018 12:00:00 AM","Niya, Gingerich","3044 N Osceola   Denver 80212"
"2017-BFN-0007758","Short Term Rental","License Issued - Active","NA","10/6/2018 12:00:00 AM","Moutz, Eric","2290 N Colorado   Denver 80207"
"2017-BFN-0007806","Short Term Rental","License Issued - Active","NA","10/9/2018 12:00:00 AM","Lindsay Guzman","2931 W 25th   Denver 80211"
"2017-BFN-0007893","Short Term Rental","License Issued - Active","NA","10/12/2018 12:00:00 AM","Chastain, Michael","672 S Logan   Denver 80209"
"2017-BFN-0007857","Short Term Rental","License Issued - Active","NA","10/11/2018 12:00:00 AM","Silverman, Jasmine","4948 W 38th   Denver 80212"
"2017-BFN-0007904","Short Term Rental","License Issued - Active","NA","10/12/2018 12:00:00 AM","Shaffer, Karla","77 N Pennsylvania   Denver 80203"
"2017-BFN-0008007","Short Term Rental","License Issued - Active","NA","10/17/2018 12:00:00 AM","The House On Ash St.","2621 N Ash   Denver 80207"
"2017-BFN-0007942","Short Term Rental","License Issued - Active","NA","10/16/2018 12:00:00 AM","Kevin Giles","3251  Lawrence   Denver 80205"
"2017-BFN-0008042","Short Term Rental","License Issued - Active","NA","10/18/2018 12:00:00 AM","Gustafson, Mary","724 W 9th   Denver 80204"
"2017-BFN-0008069","Short Term Rental","License Issued - Active","NA","10/19/2018 12:00:00 AM","Corbin, Gregory","3052 W 24th   Denver 80211"
"2017-BFN-0008066","Short Term Rental","License Issued - Active","NA","10/19/2018 12:00:00 AM","BROWN, JANE","1560 W Nevada   Denver 80223"
"2017-BFN-0008068","Short Term Rental","License Issued - Active","NA","10/19/2018 12:00:00 AM","Allison Conrad","2627 N Java   Denver 80211"
"2017-BFN-0008206","Short Term Rental","License Issued - Active","NA","10/26/2018 12:00:00 AM","Weber Larry","840 N Dahlia   Denver 80220"
"2017-BFN-0008251","Short Term Rental","License Issued - Active","NA","10/28/2018 12:00:00 AM","o'shea michael","2121 E 13th   Denver 80206"
"2017-BFN-0008294","Short Term Rental","License Issued - Active","NA","10/30/2018 12:00:00 AM","Blythe,Mark","3440 N Mariposa ST  Denver 80211"
"2017-BFN-0008341","Short Term Rental","License Issued - Active","NA","11/1/2018 12:00:00 AM","Mongin, Leslie","241 S Logan ST  Denver 80209"
"2017-BFN-0008350","Short Term Rental","License Issued - Active","NA","11/1/2018 12:00:00 AM","Carter, Scott","3072 N Adams   Denver 80205"
"2017-BFN-0008464","Short Term Rental","License Issued - Active","NA","11/7/2018 12:00:00 AM","Baldwin Susanne","1835 N Albion   Denver 80220"
"2017-BFN-0008413","Short Term Rental","License Issued - Active","NA","11/4/2018 12:00:00 AM","Minnick, John","180  North Yates Street    "
"2017-BFN-0008414","Short Term Rental","License Issued - Active","NA","11/5/2018 12:00:00 AM","Kunz, Jordan","1946 N Irving   Denver 80204"
"2017-BFN-0008435","Short Term Rental","License Issued - Active","NA","11/6/2018 12:00:00 AM","Mullendore, Laura","2220 N Clarkson   Denver 80205"
"2017-BFN-0008428","Short Term Rental","License Issued - Active","NA","11/6/2018 12:00:00 AM","jiustinbley","3938 N Alcott   Denver 80211"
"2017-BFN-0008483","Short Term Rental","License Issued - Active","NA","11/8/2018 12:00:00 AM","Harris, Max","754 N Albion   Denver 80220"
"2017-BFN-0008552","Short Term Rental","License Issued - Active","NA","11/13/2018 12:00:00 AM","Pignata, Andrea","3616 N Lowell   Denver 80211"
"2017-BFN-0008591","Short Term Rental","License Issued - Active","NA","11/15/2018 12:00:00 AM","Qualls, Daniel","1218 N Jackson   Denver 80206"
"2017-BFN-0008588","Short Term Rental","License Issued - Active","NA","11/15/2018 12:00:00 AM","McMichael, Lynette","119 W Maple  2 Denver 80223"
"2017-BFN-0009364","Short Term Rental","License Issued - Active","NA","12/29/2018 12:00:00 AM","Boyd, Kendall","3756 N Raleigh ST  Denver 80212"
"2017-BFN-0008727","Short Term Rental","License Issued - Active","NA","11/25/2018 12:00:00 AM","Gradishar, Alexis","4151 N Shoshone ST  Denver 80211"
"2017-BFN-0008733","Short Term Rental","License Issued - Active","NA","11/27/2018 12:00:00 AM","Kirkbride, Abby","4901 N Clay ST  Denver 80221"
"2017-BFN-0008809","Short Term Rental","License Issued - Active","NA","11/29/2018 12:00:00 AM","Carlson, Jared","461 S S Grant St ST  Denver 80209"
"2017-BFN-0008818","Short Term Rental","License Issued - Active","NA","11/30/2018 12:00:00 AM","Miller, Scott","1990 S Cherry ST  Denver 80222"
"2017-BFN-0008831","Short Term Rental","License Issued - Active","NA","11/30/2018 12:00:00 AM","Humboldt","2945 N Humboldt ST 1 Denver 80205"
"2017-BFN-0008832","Short Term Rental","License Issued - Active","NA","11/30/2018 12:00:00 AM","bruskotter, chad","2193  Arapahoe ST 17 Denver 80205"
"2017-BFN-0009034","Short Term Rental","License Issued - Active","NA","12/10/2018 12:00:00 AM","Stangl,David","3524 W 45th AVE  Denver 80211"
"2017-BFN-0008931","Short Term Rental","License Issued - Active","NA","12/5/2018 12:00:00 AM","Red Camper","69 N Galapago ST  Denver 80223"
"2018-BFN-0000317","Short Term Rental","License Issued - Active","NA","1/18/2019 12:00:00 AM","Aksharadananda, Thanarach","4830 N Fenton ST  Denver 80212"
"2018-BFN-0000001","Short Term Rental","License Issued - Active","NA","1/1/2019 12:00:00 AM","Vivirski, Edward","2730 W Wesley AVE 5 Denver 80219"
