"BFN","LICENSE_TYPE","LICENSE_SUB_TYPE","LICENSE_STATUS","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2018-BFN-0003820","Parking Lot, Garage","NA","Pending","6/8/2018 8:37:41 AM","LAZ PARKING MIDWEST, LLC","1144  15th St  Denver "
"2018-BFN-0004214","Retail Food Establishment","Mobile","Pending","6/19/2018 10:43:25 AM","MU DENVER, LLC","2350 N Magnolia St  Denver 80207"
"2018-BFN-0004038","Liquor","Special Events","Pending","6/14/2018 10:00:57 AM","ENVIRONMENTAL LEARNING FOR KIDS","12680 E ALBROOK   DENVER 80239"
"2018-BFN-0004403","Combined License","NA","Pending","6/21/2018 8:41:10 AM","UDR STEELE CREEK LLC","3222 E 1st Ave  Denver 80206"
"2018-BFN-0004188","Retail Food Establishment","Restaurant","Pending","6/18/2018 3:17:17 PM","VIVA BURRITO CO","5165 N Federal Blvd  Denver 80221"
"2018-BFN-0004541","Liquor","Special Events","Pending","6/22/2018 11:00:33 AM","WISH OF A LIFETIME","970 N Yuma St  Denver 80204"
"2018-BFN-0004042","Liquor","Special Events","Pending","6/14/2018 10:26:50 AM","EXTENDED HANDS OF HOPE","2049  Larimer St  Denver 80205"
"2016-BFN-0004081","Liquor","Special Events","Pending","7/1/2016 2:43:17 PM","METROPLITAN STATE UNIVERSITY OF DENVER FOUNDATION INC","965 N Santa Fe Dr  Denver 80204"
"2016-BFN-0004112","Liquor","Special Events","Pending","7/5/2016 2:36:14 PM","PAWSCO","3358  LARIMER ST  DENVER 80205"
"2016-BFN-0004790","Retail Marij Opt. Prem. Cultiv","NA","Pending","7/28/2016 8:00:34 AM","AJS EVANS, LLC","1011 W 45TH AVE  DENVER 80211"
"2016-BFN-0004989","Combined License","NA","Pending","8/4/2016 1:23:38 PM","WESTBROOK PHAM LLC","3425 S Oleander Ct  Denver 80224"
"2016-BFN-0006879","Liquor","Special Events","Pending","10/7/2016 10:25:40 AM","HIGHLAND MERCHANTS ASSOCIATION INC","3131 N Osceola St  Denver 80212"
"2017-BFN-0005049","Swimming Pool","NA","Pending","7/11/2017 10:24:19 AM","BIRCH RESIDENTIAL LLC","1190  BIRCH ST  DENVER 80220"
"2017-BFN-0005614","Swimming Pool","NA","Pending","7/27/2017 11:01:11 AM","GRANVILLE WEST HOMEOWNERS ASSOCIATION INC","1699 S TRENTON ST  DENVER 80231"
"2017-BFN-0005597","Swimming Pool","NA","Pending","7/26/2017 3:39:05 PM","HIDDEN BROOK APARTMENTS","1313  XENIA ST  DENVER 80220"
"2017-BFN-0004778","Retail Marij Opt. Prem. Cultiv","NA","Pending","6/29/2017 1:21:46 PM","ALPINE HERBAL WELLNESS, LLC","4900 N COLORADO BLVD  DENVER 80216"
"2017-BFN-0006528","Liquor","Retail","Pending","8/29/2017 9:21:34 AM","","2426 W EVANS AVE  DENVER 80219"
"2017-BFN-0006317","Retail Food Establishment","Restaurant - Temporary","Pending","8/22/2018 12:00:00 AM","MIZUNA","225 E 7th Ave  Denver 80203"
"2017-BFN-0006935","Food - Wholesale","Fresh Meats, Fish, Caterers","Pending","9/6/2017 11:12:17 AM","BRAVO'S BURRITOS","2127 S Sheridan Blvd A Denver 80227"
"2017-BFN-0006653","Combined License","NA","Pending","8/31/2017 8:30:01 AM","SKYLINE ACRES SWIM AND TENNIS CLUB","6451 E Jewell Ave  Denver 80224"
"2017-BFN-0006154","Combined License","NA","Pending","8/16/2017 11:51:42 AM","ICRE REIT HOLDINGS","1490  DELGANY ST  DENVER 80202"
"2017-BFN-0006374","Retail Food Establishment","Restaurant - Temporary","Pending","8/23/2018 12:00:00 AM","GIGI'S CUPCAKES","7301 S SANTA FE DR 625 LITTLETON 80210"
"2017-BFN-0006139","Med Marijuana Inf Prod Manuf","NA","Pending","8/16/2017 8:16:33 AM","COLORADO MOONROCKS LLC","5095 N Colorado Blvd  Denver 80216"
"2017-BFN-0007880","Retail Food Establishment","Restaurant","Pending","10/12/2017 12:29:54 PM","FATOUSH","2276 S COLORADO BLVD  DENVER 80222"
"2017-BFN-0007406","Combined License","NA","Pending","9/25/2017 8:51:03 AM","STONEBRIDGE CCN MANAGER, LLC","222 N MILWAUKEE ST  DENVER 80206"
"2017-BFN-0007747","Garage - Repair of Motor Vehic","NA","Pending","10/5/2017 2:03:30 PM","DENT DEPOT LLC","2684 S Broadway  B Denver 80210"
"2017-BFN-0007383","Garage - Repair of Motor Vehic","NA","Pending","9/22/2017 11:36:42 AM","JUNIOR AUTO ACCESSORIES LLC","500 S FEDERAL BLVD  DENVER 80219"
"2017-BFN-0007912","Retail Marij Opt. Prem. Cultiv","NA","Pending","10/13/2017 10:25:37 AM","OPTIONS MEDICAL CENTER WR, LLC","1191 S Bannock St  Denver 80223"
"2017-BFN-0008635","Combined License","NA","Pending","11/17/2017 2:37:21 PM","PPF AMLI 2525 WEWATTA WAY, LLC","2525  WEWATTA WAY  DENVER 80216"
"2017-BFN-0008301","Food - Wholesale","Produce, Bulk, Prepackaged","Pending","10/31/2017 11:44:34 AM","BERUH BUSINESS GROUP LLC","4880 N Ironton St E Denver 80239"
"2017-BFN-0008625","Liquor","Retail","Pending","11/17/2017 12:18:19 PM","TOP SHELF LIQUOR, LLC","2757 N Speer Blvd 100 Denver "
"2017-BFN-0008629","Lodging Facility","NA","Pending","11/17/2017 1:40:21 PM","SARATOGA CAMBRIDGE LLC","222 S MORGAN ST 4D DENVER 60607"
"2017-BFN-0008582","Tree Service Company","NA","Pending","12/31/2018 12:00:00 AM","JAMES BRYAN SMITH","1727 E PERSON ST 2 LARAMIE 82070"
"2017-BFN-0008193","Retail Food Establishment","Mobile","Pending","10/25/2017 3:11:55 PM","DRAGON'S LAB","3000 E 1ST AVE  DENVER 80206"
"2017-BFN-0008156","Combined License","NA","Pending","10/24/2017 10:03:57 AM","UNCLE 2 INC","95 S PENNSYLVANIA ST  DENVER 80211"
"2017-BFN-0009314","Food - Retail","Milk, Dairy, Prepackaged Meats","Pending","12/28/2017 10:22:56 AM","GATEWAY CONVENIENCE INC","5910 N Tower Rd  Denver "
"2018-BFN-0000068","Combined License","NA","Pending","1/4/2018 12:30:08 PM","CVS PHARMACY, INC #10959","1900  18th St  Denver "
"2017-BFN-0008738","Child Care Center","NA","Pending","11/27/2017 10:40:57 AM","ROCKY MOUNTAIN S.E.R./JOBS FOR PROGRESS, INC.","2 N Sheridan Blvd  Denver "
"2017-BFN-0009153","Boarding Home","NA","Pending","12/15/2017 11:26:06 AM","QUEENS MOTELS, INC","1503 N Trenton St  Denver 80220"
"2018-BFN-0000836","Retail Food Establishment","Restaurant","Pending","2/12/2018 2:52:38 PM","COMPASS GROUP USA INC","2000  16th St  Denver 80202"
"2018-BFN-0000565","Garage - Repair of Motor Vehic","NA","Pending","1/31/2018 11:39:16 AM","LLANTERA CHIHUAUA","405 N FEDERAL BLVD  DENVER 80204"
"2018-BFN-0000195","In-House Security","NA","Pending","1/11/2018 12:17:53 PM","BOOGIE DOWN BAR & GRILL","5115  Morrison Rd  Denver 80219"
"2014-BFN-1071078","Combined License","NA","Pending","","M18 MUSIC STUDIO","3480 S GALENA ST  DENVER 80231"
"2015-BFN-0005050","Med Marijuana Inf Prod Manuf","NA","Pending","8/4/2015 12:13:58 PM","NATURE MED, INC.","745 N FEDERAL BLVD  DENVER 80204"
"2015-BFN-0008273","Med Marijuana Inf Prod Manuf","NA","Pending","12/21/2015 1:25:29 PM","MHG ENTERPRISES LLC","4550 N JASON ST  DENVER 80211"
"2016-BFN-0002157","Retail Marij Opt. Prem. Cultiv","NA","Pending","4/18/2016 3:44:55 PM","GREEN FIELDS LLC","5200 E Smith  120 Denver "
"2016-BFN-0003655","Liquor","Special Events","Pending","6/16/2016 9:42:13 AM","DAIRY ARTS CENTER","4800 S QUEBEC ST  DENVER 80237"
"2016-BFN-0003306","Liquor","Special Events","Pending","6/2/2016 10:33:53 AM","POSNER CENTER FOR INTERNATIONAL DEVELOPMENT","1031  33rd St  Denver 80205"
"2016-BFN-0004070","Swimming Pool","NA","Pending","7/1/2016 12:31:12 PM","CORSICAN APARTMENTS LLC","1330 N Gaylord St  Denver 80206"
"2016-BFN-0003994","Liquor","Retail","Pending","6/29/2016 4:16:39 PM","","7805 E 35TH AVE  DENVER 80238"
"2016-BFN-0004210","Combined License","NA","Pending","7/8/2016 9:40:01 AM","LOBSTER BLISS LLC","444 E 19th Ave  Denver 80203"
"2016-BFN-0007029","Retail Marijuana Inf Prod Mfg","NA","Pending","10/13/2016 2:12:20 PM","ZUNI WELLNESS CENTER, LLC","2675 S SANTA FE DR 6C DENVER 80223"
"2016-BFN-0007352","Liquor","Special Events","Pending","10/31/2016 2:10:38 PM","THE LION PROJECT","2205 W 30th Ave  Denver "
"2016-BFN-0007730","Liquor","Special Events","Pending","11/17/2016 8:26:15 AM","MOUNTAIN PACIFIC ASSOCIATION OF COLLEGES & EMPLOYERS","144 W COLFAX AVE  DENVER 80202"
"2016-BFN-0007254","Food - Wholesale","Produce, Bulk, Prepackaged","Pending","10/26/2016 9:24:32 AM","THE GROWHAUS","4751 N York St  Denver 80216"
"2017-BFN-0001772","Combined License","NA","Pending","3/10/2017 4:01:37 PM","CandR LLC","1360  27th St  Denver "
"2017-BFN-0001793","Retail Marijuana Inf Prod Mfg","NA","Pending","3/13/2017 11:03:08 AM","ROC LABS LLC","2704 W 8th AVE  Denver 80204"
"2017-BFN-0005183","Lodging Facility","NA","Pending","7/14/2017 12:04:08 PM","JDP REAL ESTATE LLC","2511 S BROADWAY   DENVER 80210"
"2017-BFN-0002570","Food - Retail","Bakery, Deli","Pending","4/11/2017 12:26:17 PM","STINKER STORES CO INC","1015 N Sheridan Blvd  Denver "
"2017-BFN-0002602","Retail Food Establishment","Restaurant","Pending","4/12/2017 12:00:24 PM","OCEDON COMPANIES LLC","7150  Leetsdale Dr H Denver 80224"
"2017-BFN-0004702","Liquor","Special Events","Pending","6/27/2017 3:03:32 PM","ART REACH INC","144 W Colfax Ave  Denver 80202"
"2017-BFN-0004678","Retail Marijuana Inf Prod Mfg","NA","Pending","6/27/2017 11:01:34 AM","ATHELAS BRANDS LLC","2286 S LIPAN ST  DENVER 80223"
"2017-BFN-0004665","Swimming Pool","NA","Pending","6/26/2017 3:37:36 PM","CONAM CHESTNUT RIDGE INVESTORS LLC","3655 S VERBENA ST  DENVER 80237"
"2017-BFN-0006650","Retail Food Establishment","Restaurant - Stand-Up","Pending","8/31/2017 8:24:23 AM","CRATER INVESTMENTS INC","4600 S Ulster St 290 Denver 80237"
"2017-BFN-0007535","Marijuana Transporter","NA","Pending","9/28/2017 1:31:50 PM","GREEN RUSH TRANSPORTATION LLC","1120 N Yuma Ct  Denver 80204"
"2017-BFN-0007830","Food - Wholesale","Packaged, Bottled, Canned","Pending","10/11/2017 11:35:09 AM","PRESSERY LLC","2401 W 6th Ave  Denver 80204"
"2017-BFN-0007466","Retail Food Establishment","Restaurant","Pending","9/27/2017 9:42:48 AM","ALVARADO CONCEPTS LLC","3259 S Parker Rd  Denver 80014"
"2017-BFN-0007380","Retail Food Establishment","Restaurant - Drive-In","Pending","9/22/2017 11:03:59 AM","ALVARADO CONCEPTS LLC","1998 S FEDERAL BLVD  DENVER 80246"
"2017-BFN-0008567","Tree Service Company","NA","Pending","11/14/2017 12:14:32 PM","LISTON TRIM COMPANY","     DENVER "
"2017-BFN-0008500","Tree Service Company","NA","Pending","11/9/2017 1:53:21 PM","STEVEN WALKER","23048  IGOLETA RD  INDIAN HILLS 80454"
"2017-BFN-0008248","Retail Food Establishment","Restaurant","Pending","10/27/2017 4:07:25 PM","HAI HAI'S LTD.","1961  Stout St  Denver 80294"
"2018-BFN-0000067","Retail Food Establishment","Restaurant - Temporary","Pending","1/4/2018 12:13:52 PM","THE JERKY SHOPPE","617  ROSE DR  BIG LAKE 55309"
"2017-BFN-0008758","Child Care Center","NA","Pending","11/28/2017 10:04:08 AM","SPRINGBOARD EDUCATION IN AMERICA LLC","2030 W Alameda Ave  Denver 80223"
"2017-BFN-0009353","Combined License","NA","Pending","12/29/2017 2:20:48 PM","RICHMAN ASCENSION LOHI, LLC","2298 W 28th Ave  Denver "
"2017-BFN-0008791","Combined License","NA","Pending","11/29/2017 12:18:08 PM","JSP VISTA LLC","4255 N Kittredge St  Denver 80239"
"2018-BFN-0000005","Dry Cleaning Establishment","NA","Pending","1/2/2018 11:16:09 AM","THE COOPER GROUP LLC","2604 E 12th Ave  Denver 80206"
"2017-BFN-0009152","Retail Food Establishment","Restaurant","Pending","12/15/2017 10:16:45 AM","THE NEW TIME CORPORATION","1195 S Federal Blvd  Denver 80219"
"2017-BFN-0009142","Combined License","NA","Pending","12/14/2017 2:51:46 PM","ALLA GRANDE LLC","1200 N Bannock St  Denver 80204"
"2017-BFN-0009242","Child Care Center","NA","Pending","12/21/2017 11:26:49 AM","WELLSHIRE PRESBYTERIAN CHURCH","2999 S Colorado Blvd  Denver 80222"
"2018-BFN-0000815","Swimming Pool","NA","Pending","2/9/2018 3:49:36 PM","VILLAGES AT GATEWAY LLC","12585 E Albrook Dr  Denver 80239"
"2018-BFN-0000300","Combined License","NA","Pending","1/17/2018 2:48:03 PM","SOURCE HOTEL COMPANY LLC","3330 N Brighton Blvd  Denver 80216"
"2018-BFN-0000247","Combined License","NA","Pending","1/16/2018 8:30:05 AM","ZOE'S COLORADO, LLC","2023 S Colorado Blvd 101 Denver "
"2018-BFN-0001325","Combined License","NA","Pending","3/7/2018 3:29:32 PM","NEU.WORKS, LLC","201 N Columbine St 300 Denver 80206"
"2018-BFN-0001574","Retail Food Establishment","Restaurant","Pending","3/19/2018 4:11:04 PM","LAMAR'S KALAMATH LLC","990 W 6th Ave 7 Denver 80204"
"2018-BFN-0001114","Retail Food Establishment","Restaurant","Pending","2/27/2018 11:07:59 AM","ET & W INVESTMENTS LLC","4906 N Tower Rd 150 Denver "
"2018-BFN-0001747","Tree Service Company","NA","Pending","12/31/2018 12:00:00 AM","JOSHUA GALSTER","3562 S MARION ST  ENGLEWOOD 80113"
"2018-BFN-0001412","Retail Food Establishment","Restaurant","Pending","3/12/2018 2:20:41 PM","ROCKET RESTAURANT VENTURES  LLC","3000 E 1st Ave 113 Denver 80206"
"2018-BFN-0001254","Parking Lot, Garage","NA","Pending","3/5/2018 3:03:05 PM","SOS SUPPORT SERVICES, LLC","600  Park AVE  Denver 80205"
"2018-BFN-0002081","Tree Service Company","NA","Pending","4/10/2018 9:56:32 AM","PAUL VELTE","1130  POPLAR AVE  DENVER 80304"
"2018-BFN-0001796","Combined License","NA","Pending","3/29/2018 10:45:04 AM","RINO BARBECUE, LLC","3330 N BRIGHTON BLVD 202 DENVER 80216"
"2018-BFN-0002314","Combined License","NA","Pending","4/18/2018 11:37:28 AM","","1432  MARKET ST  DENVER 80202"
"2018-BFN-0001980","Garage - Repair of Motor Vehic","NA","Pending","4/5/2018 10:14:04 AM","H&T AUTO INC","82 N Federal Blvd  Denver 80219"
"2018-BFN-0002218","Tree Service Company","NA","Pending","4/13/2018 12:04:44 PM","GUILLERMO RICALDAY-MORENO","4372  COUNTY ROAD 27   FORT LUPTON 80621"
"2018-BFN-0002673","Combined License","NA","Pending","5/1/2018 1:23:45 PM","TOWER ROAD LODGING","5940 N Tower Rd  Denver "
"2018-BFN-0002059","Combined License","NA","Pending","4/9/2018 9:34:43 AM","SCOOPS UPTOWN LLC","1426 E 22nd Ave  Denver 80205"
"2018-BFN-0002493","Combined License","NA","Pending","4/24/2018 2:25:11 PM","4910 SOUTH NEWPORT STREET, LLC","4910 S NEWPORT ST  DENVER 80237"
"2018-BFN-0001801","Retail Food Establishment","Restaurant - Temporary","Pending","3/29/2018 11:32:36 AM","CASA ALVAREZ FOODS","106  DAWSON PL  LONGMONT 80504"
"2018-BFN-0002066","Child Care Center","NA","Pending","4/9/2018 11:00:52 AM","SPRINGBOARD EDUCATION  IN AMERICA LLC","4800 N Telluride St 5 Denver "
"2018-BFN-0001842","Liquor","Retail","Pending","3/30/2018 10:18:33 AM","FLARE LLC","2500 E 1ST AVE A Unit 100 DENVER 80206"
"2018-BFN-0003339","Retail Food Establishment","Restaurant","Pending","5/23/2018 2:35:36 PM","PALO ALTO INC","2300 S Broadway   Denver 80210"
"2018-BFN-0003346","Retail Food Establishment","Mobile","Pending","5/23/2018 3:14:46 PM","ZANEY POP KETTLE CORN LLCE","7842 W MANSFIELD PKWY I-208 LAKEWOOD 80226"
"2018-BFN-0003373","Combined License","NA","Pending","5/24/2018 12:50:53 PM","SCG ATLAS CIERRA CREST, LLC","4500 S Monaco St  Denver 80237"
"2018-BFN-0003193","Retail Food Establishment","Mobile","Pending","5/18/2018 3:44:24 PM","SMOKED BBQ","7930 W LOUSIANA AVE  LAKEWOOD 80232"
"2018-BFN-0002726","Retail Food Establishment","Mobile","Pending","5/2/2018 3:17:29 PM","BASIC KNEADS PIZZA","550  ASPEN MEADOW LN  GOLDEN 80403"
"2018-BFN-0002830","Combined License","NA","Pending","5/7/2018 1:07:16 PM","THE BARCLAY TOWERS CONDOMINUM ASSOCIATION INC","1625  Larimer St  Denver 80202"
"2018-BFN-0003209","Merchant Guard Company","NA","Pending","5/21/2018 9:31:43 AM","MULTI-WAR VETERANS PROTECTIVE SECURITY LLC","3307 S BRYANT ST  SHERIDAN 80110"
"2018-BFN-0003057","Tree Service Company","NA","Pending","12/31/2018 12:00:00 AM","ANDREW TCZAP JR","10511 E SPANISH PEAK   DENVER 80127"
"2018-BFN-0003269","Retail Food Establishment","Restaurant","Pending","5/22/2018 10:35:12 AM","RYE DENVER 1, LLC","3090  Larimer St  Denver 80205"
"2018-BFN-0003041","Food - Wholesale","Fresh Meats, Fish, Caterers","Pending","5/15/2018 11:42:04 AM","LOREDANA'S LLC","5056 N Federal Blvd  Denver 80221"
"2018-BFN-0003542","Liquor","Special Events","Pending","5/31/2018 10:49:34 AM","REDLINE","2350  Arapahoe St  Denver 80205"
"2018-BFN-0004591","Liquor","Special Events","Pending","6/22/2018 2:23:11 PM","OUTDOOR FOUNDATION","144 W Colfax Ave  Denver 80202"
"2018-BFN-0004525","Liquor","Special Events","Pending","6/22/2018 9:58:51 AM","THE DENVER HEALTH & HOSPITALS FOUNDATION","2631  Larimer St 1 Denver "
"2018-BFN-0004313","Body Art Est - Temporary","NA","Pending","6/20/2018 10:22:48 AM","RITO RAMIREZ","4655 N Humboldt St  Denver 80216"
"2018-BFN-0004144","Liquor","Special Events","Pending","6/18/2018 8:40:46 AM","KNIGHTS OF COLUMBUS COUNCIL 13301","3060 S Monaco Street Pkwy  Denver "
"2018-BFN-0004332","Retail Food Establishment","Mobile","Pending","6/20/2018 12:27:51 PM","HAVEMEYER SOCIAL CLUB LLC","3916  QUITMAN ST  DENVER 80212"
"2018-BFN-0004075","Swimming Pool","NA","Pending","6/14/2018 3:40:44 PM","BEAUMONT PLACE","2685 S Dayton Way  Denver 80231"
"2018-BFN-0003814","Liquor","Special Events","Pending","6/8/2018 6:41:24 AM","DENVER CITY COUNCILWOMAN KENDRA BLACK","6802 E Yale Ave  Denver "
"2018-BFN-0003976","Liquor","Special Events","Pending","6/12/2018 2:51:21 PM","COTTONWOOD INSTITUTE","1701  Wynkoop St  Denver 80202"
"2018-BFN-0004413","Retail Food Establishment","Mobile","Pending","6/21/2018 9:59:25 AM","ICE CREAM","18014  PO BOX   SAN ANTONIO 78218"
"2018-BFN-0004414","Retail Food Establishment","Mobile","Pending","6/21/2018 10:03:36 AM","PIZZA PARLOR","18014  PO BOX   SAN ANTONIO 78218"
"2018-BFN-0003840","Waste Hauler","NA","Pending","6/8/2018 1:27:08 PM","GREEN CITY WASTE SERVICES LLC","5570 E 56TH AVE  COMMERCE CITY 80022"
"2018-BFN-0004039","Liquor","Special Events","Pending","6/14/2018 10:08:37 AM","SITES AND INSIGHTS","2049  Larimer St  Denver 80205"
"2018-BFN-0004017","Retail Food Establishment","Restaurant - Stand-Up","Pending","6/13/2018 1:38:20 PM","PARADIES LAGADERE @ DEN 2017, LLC","      "
"2018-BFN-0004369","Retail Food Establishment","Mobile","Pending","6/20/2018 4:17:39 PM","CRABTREE AMUSEMENTS BIG BLUE","100  PO BOX   STAPLES 78670"
"2018-BFN-0004562","Liquor","Special Events","Pending","6/22/2018 12:27:29 PM","2% FOR RIVERS","2301  7th St  Denver 80211"
"2018-BFN-0004205","Food - Wholesale","Fresh Meats, Fish, Caterers","Pending","6/19/2018 9:38:42 AM","THE JOHNS FANILY LLC","1330 N Zuni St F Denver 80204"
"2016-BFN-0000656","Liquor","Special Events","Pending","2/10/2016 10:32:53 AM","MEXICAN CULTURAL CENTER","5350  Leetsdale Dr  Denver 80246"
"2016-BFN-0001365","Combined License","NA","Pending","3/17/2016 12:29:05 PM","SCAPE TREADER, INC","3350  Walnut St  Denver 80205"
"2016-BFN-0002576","Combined License","NA","Pending","5/5/2016 11:16:28 AM","TOUCHTY LLC","3111 E Colfax Ave  Denver 80206"
"2016-BFN-0003925","Liquor","Special Events","Pending","6/27/2016 11:24:41 AM","COLORADO HEALTH NETWORK / COLORADO AIDS PROJECT","1599 E 8th Ave  Denver "
"2016-BFN-0005099","Liquor","Special Events","Pending","8/10/2016 1:43:19 PM","THE JUNIOR LEAGUE OF DENVER, INC.","1140 N Delaware St  Denver 80204"
"2016-BFN-0005563","Liquor","Special Events","Pending","8/26/2016 12:06:07 PM","IVY COMMUNITY FUND","461411  BOX   AURORA 80046"
"2016-BFN-0006287","Retail Marijuana Inf Prod Mfg","NA","Pending","9/19/2016 11:03:23 AM","OG MEDICINALS, LLC","4995 N LIMA ST  DENVER 80239"
"2016-BFN-0007999","Retail Marijuana Inf Prod Mfg","NA","Pending","12/2/2016 11:47:07 AM","NEW AMSTERDAM ORGANICS, LTD","150 N Rio Grande BLVD  Denver 80223"
"2016-BFN-0008001","Retail Marijuana Store","NA","Pending","12/2/2016 11:53:27 AM","NEW AMSTERDAM ORGANICS, LTD","150 N Rio Grande BLVD  Denver 80223"
"2017-BFN-0000339","Combined License","NA","Pending","1/13/2017 1:43:16 PM","RECREATIVE DENVER","765 N Santa Fe Dr  Denver 80204"
"2017-BFN-0000591","Med Marijuana Inf Prod Manuf","NA","Pending","1/25/2017 10:28:58 AM","TRILL EVOLUTIONS LLC","5550 N Joliet St  Denver 80239"
"2017-BFN-0001542","Retail Marijuana Inf Prod Mfg","NA","Pending","3/3/2017 3:02:05 PM","COLORADO MOONROCKS LLC","5095 N Colorado   Denver 80216"
"2017-BFN-0001230","Med Marijuana Inf Prod Manuf","NA","Pending","2/23/2017 8:50:59 AM","JOLET VENTURES, LLC","10975 E 47th Ave  Denver 80239"
"2017-BFN-0002056","Liquor","Special Events","Pending","3/24/2017 1:22:34 PM","DENVER CENTER OF THE PERFORMING ARTS","1101  13th St  Denver 80204"
"2017-BFN-0005076","Retail Food Establishment","Restaurant","Pending","7/11/2017 3:47:05 PM","HZ OPS HOLDINGS INC","5454 E Colfax Ave  Denver 80220"
"2017-BFN-0005278","Second Hand Dealer","NA","Pending","7/18/2017 11:45:16 AM","BOOKS-A-MILLION","8500 W Crestline Ave K Denver 80123"
"2017-BFN-0003296","Combined License","NA","Pending","5/10/2017 11:08:59 AM","PBH BREAKERS, LLC","9085 E Mississippi Ave  Denver "
"2017-BFN-0004701","Liquor","Special Events","Pending","6/27/2017 3:03:27 PM","ART REACH INC","144 W Colfax Ave  Denver 80202"
"2017-BFN-0003918","Combined License","NA","Pending","5/30/2017 2:12:23 PM","MIDTOWNE SPA INC","2935 N Zuni St  Denver 80211"
"2017-BFN-0004768","Lodging Facility","NA","Pending","6/29/2017 10:47:50 AM","SUITES IQ, LLC","2800  LARIMER ST  DENVER 80205"
"2017-BFN-0007305","Retail Food Establishment","Restaurant","Pending","9/20/2017 9:35:40 AM","FUSION CITY LLC","757 E 20th Ave 320 Denver 80205"
"2017-BFN-0007504","Retail Food Establishment","Restaurant","Pending","9/27/2017 4:10:51 PM","ALVARADO CONCEPTS LLC","2975 W 51ST AVE  DENVER 80221"
"2017-BFN-0007458","Amusement Facility - Permanent","NA","Pending","9/26/2017 3:40:18 PM","SHERIDAN SKILL GAMES LLC","2544 N SHERIDAN BLVD  DENVER 80214"
"2017-BFN-0007717","Combined License","NA","Pending","10/4/2017 12:59:37 PM","MORNINGSIDE HOMEOWNERS ASSOCIATION","7100 E Hamilton Pl  Denver 80224"
"2017-BFN-0007176","Retail Food Establishment","Restaurant","Pending","9/14/2017 3:50:14 PM","CATHOLIC CHARITIES AND COMMUNITY SERVICES OF THE ARCHDIOCESE OF DENVER","6240 E SMITH RD  DENVER 80216"
"2017-BFN-0007148","Amusement Facility - Permanent","NA","Pending","9/14/2017 1:05:32 PM","13TH FLOOR DENVER HOLDINGS, LLC","3400 E 52nd Ave  Denver 80216"
"2017-BFN-0007062","Retail Food Establishment","Restaurant","Pending","9/12/2017 10:51:17 AM","BUS STOP MINISTRIES INC","1595 N Pearl St  Denver 80203"
"2017-BFN-0007894","Retail Food Establishment","Restaurant - Stand-Up","Pending","10/12/2017 3:11:04 PM","NPC INTERNATIONAL INC","4906 N Tower Rd 130 Denver "
"2017-BFN-0007745","Second Hand Dealer","NA","Pending","10/5/2017 12:41:12 PM","DEWBEEZ LLC","186 E 45th Ave  Denver 80216"
"2017-BFN-0007914","Retail Marijuana Inf Prod Mfg","NA","Pending","10/13/2017 10:43:17 AM","BALLPARK HOLISTIC DISPENSARY CORP","4228 N York  105 Denver 80216"
"2017-BFN-0008170","Retail Food Establishment","Restaurant","Pending","10/24/2017 1:52:00 PM","DH NORTHFIELD LLC","8316 E Northfield Blvd 1610 Denver 80238"
"2017-BFN-0008354","Child Care Center","NA","Pending","11/2/2017 9:13:53 AM","KIDS ADVENTURES, INC","4635 N Walden St  Denver "
"2017-BFN-0008336","Combined License","NA","Pending","11/1/2017 2:25:12 PM","2500 ARAPAHOE ST, LLC","2500  Arapahoe St  Denver 80205"
"2017-BFN-0008124","Food - Wholesale","Packaged, Bottled, Canned","Pending","10/23/2017 9:54:05 AM","BUDZ BUTTER CO LLC","1280 S Jason St  Denver 80223"
"2017-BFN-0008667","Combined License","NA","Pending","11/20/2017 1:54:49 PM","LEOS SPORTS BAR AND BILLIARDS LLC","2525 N FEDERAL BLVD  DENVER 80211"
"2017-BFN-0008937","Retail Food Establishment","Mobile","Pending","12/6/2017 9:42:29 AM","TACOS CASILLAS, LLC","10 S LOWELL BLVD  DENVER 80219"
"2018-BFN-0000070","Retail Food Establishment","Restaurant","Pending","1/4/2018 2:12:02 PM","WELTON STREET CAFE, INC","2736  Welton  107 Denver 80205"
"2017-BFN-0009100","Combined License","NA","Pending","12/13/2017 9:52:31 AM","PIAZZAS LLC","333 N Broadway   Denver 80203"
"2017-BFN-0008751","Food - Retail","Multi-Use","Pending","11/27/2017 3:07:33 PM","LEEVERS SUPERMARKETS, INC.","4874 N Chambers Rd  Denver 80239"
"2017-BFN-0009048","Retail Food Establishment","Mobile","Pending","12/11/2017 1:07:26 PM","GRAMPA'S HOT DIGGITY DOGS LLC","1193 S UMATILLA ST  DENVER 80223"
"2017-BFN-0009040","Combined License","NA","Pending","12/11/2017 11:18:36 AM","LEEVERS SUPERMARKETS, INC","4874 N Chambers Rd  Denver 80239"
"2017-BFN-0009240","Combined License","NA","Pending","12/21/2017 10:01:45 AM","LEEVERS SUPERMARKETS, INC","7150  Leetsdale Dr 350 Denver "
"2018-BFN-0000714","Emergency Med Vehicle Company","NA","Pending","2/6/2018 11:46:19 AM","METRO CARE AMBULANCE","2323 S TROY ST 5-216 AURORA 80014"
